text,rate
"









  
  
    
  The pencils are pre-sharpened and are fine so long as their original points last. However, when I put them in my electric pencil sharpener, the sound is very different from what I'm used to, in a way that makes me wonder whether they're damaging the machine. I haven't actually seen any damage, but I don't want to risk it; I've decided that these pencils will be thrown out instead of being sharpened.

  
",2.0 out of 5 stars
"









  
  
    
  Not a fan at all! As a classroom teacher I need pencils that do not break in the sharpener- I was hopeful that these were quality- they are not

  
",1.0 out of 5 stars
"









  
  
    
  They're pretty standard. They aren't excellent, they aren't old-school real wood pencils... but they work just fine, and they're very cheap. Bought these to use on job-sites where I know I'll lose them. Lead is fairly soft, so writes well on most things.

  
",4.0 out of 5 stars
"









  
  
    
  These pencils arrived nestled within their cardboard home. Upon opening the door to their home and gazing within, I saw the sharpest points. The points lined up in the box, like soldiers ready for battle.  Enough fun.... They are pencils and came sharpened.

  
",5.0 out of 5 stars
"









  
  
    
  Over the years I have noticed a deterioration in the quality of pencils that my school has available to us.  However, these presharpened, well made pencils are a real energy saver!  I have found that some brands of pencils either break the minute the students go to use them or constantly break at the tip.  I am a teacher, not a pencil sharpener!  Thank goodness for these well made pencils!!!!!

  
",5.0 out of 5 stars
"









  
  
    
  I love that it was pre sharpened....and much cheaper than name brand pencils....every year I slack off on getting school supplies. Then I get stuck buying boxes of unsharpened pencils....and spend an hour sharpening pencils....10 bucks for this big box of pencils.... they write....you can erase....works for me...Thanks amazon

  
",5.0 out of 5 stars
"









  
  
    
  I love these pencils and will order again! I am a homeschool mom with 3 school age kids. We go through pencils fast. These have lasted almost a year and we still haven’t run out. They come pre-sharpened, which is amazing! Write and erase well, and hold up well.

  
",5.0 out of 5 stars
"









  
  
    
  Really nice pencils! They write and sharpen really well. I also love that they came pre-sharpened. Huge time saver. A budget friendly alternative for the Ticonderoga pencils we all know and love.Awesome value for the quality. A classroom staple!

  
",4.0 out of 5 stars
"









  
  
    
  I'm a grade school teacher, and these pencils are great for just handing a student a pencil  to use without a sharpening hassle. However, they do not sharpen well thereafter. It was a good buy for the beginning of the school year, and I might buy them again to save myself the stress of ""I need a pencil"" hassles. However,  if you are buying them for a family, I wouldn't recommend them, as they are not long-lasting.

  
",3.0 out of 5 stars
"









  
  
    
  Pencils seem fine, but they were sharpened off-center somehow, which leaves wood reaching all the way out to the sharpened tip or almost all the way in at least half of the pencils.

  
",1.0 out of 5 stars
"









  
  
    
  I loved that these came pre-sharpen, these are easy to sharpen when needed and they write great. They seem to last a good bit. I do dislike theceraser is basically gone after one use and that is why I'm changing my stars. You have to buy additional erasers for each pencil.

  
",3.0 out of 5 stars
"









  
  
    
  I purchased  these pencils a few times for my children.  The pencil is high quality for the price and also has No 2 lead. The eraser actually erases and doesn't tear paper or leaves red marks behind .  I buy them because of the convenience of having them pre-sharpened.  The kids could just take a handful on their way to school and I know they are prepared for the day.  It also helps in time when you need a pencil quickly and you don't have to worry about whether you need to sharpen it.

  
",5.0 out of 5 stars
"









  
  
    
  These are regular old #2 pencils. I prefer the wood in Dixon-Ticonderoga AND many leads seem to be broken inside the pencils. I'm wondering if the box was dropped during shipping. The fractured graphite causes them to require repeated sharpening. They seem to be holding up to the abuse endured by elementary students. Erasers aren't tearing off as on some other bulk pencils.

  
",4.0 out of 5 stars
